분류,주성분코드,제품수,업체수,예시제품,주성분명
399,480330BIJ,40,40,지씨웰빙본헬스주(이반드론산나트륨일수화물)_(3.375mg/3mL),ibandronic acid monosodium salt monohydrate (as ibandronic acid)
399,481100ATB,1,1,포사맥스플러스정_(1정),cholecalciferol concentrated powder (as vitamin D3)
399,481100ATB,1,1,포사맥스플러스정_(1정),sodium alendronate (as alendronic acid)
399,484001ACH,1,1,올파딘캅셀,Nitisinone
399,500200ATB,27,27,알렌탑플러스디정_(1정),cholecalciferol concentrated powder (as vitamin D3)
399,500200ATB,27,27,알렌탑플러스디정_(1정),sodium alendronate (as alendronic acid)
399,505901ACH,1,1,자베스카캡슐100밀리그램(미글루스타트)_(0.1g/1캡슐),miglustat
399,511200ATB,39,39,리제스타정_(1정),cholecalciferol concentrated powder (as cholecalciferol)
399,511200ATB,39,39,리제스타정_(1정),risedronate sodium 2.5 hydrate (as risedronate sodium)
399,512301ATB,10,10,칼레그나정25밀리그램(시나칼세트염산염)_(27.55mg/1정),cinacalcet hydrochloride (as cinacalcet)
399,515001ATB,2,2,디테린정100밀리그램(사프롭테린이염산염)_(0.1g/1정),
399,517401ATB,2,2,도스티넨정0.5밀리그램(카베르골린)_(0.5mg/1정),
399,517402ATB,2,2,도스티넨정0.25밀리그램(카베르골린)_(0.25mg/1정),Cabergoline
399,517403ATB,2,2,도스티넨정1밀리그램(카베르골린)_(1mg/1정),Cabergoline
399,518400ATB,3,3,리세넥스엠정_(1정),cholecalciferol
399,518400ATB,3,3,리세넥스엠정_(1정),risedronate sodium
399,523900ATB,1,1,본비바플러스정_(1정),cholecalciferol concentrated granule (as cholecalciferol)
399,523900ATB,1,1,본비바플러스정_(1정),ibandronate sodium monohydrate (as ibandronic acid)
399,524901ATB,49,49,알치오드정480밀리그램(알티옥트산트로메타민염)_(0.48g/1정),R-thioctic acid tromethamine
399,526030BIJ,3,3,"하이히알원스주(1,4-부탄디올디글리시딜에테르로 가교된 히알루론산나트륨 겔)_(3.03g/3mL)",BDDE bridged sodium hyaluronate gel (as butanediol diglycidyl ether bridged sodium hyaluronate)
399,530045BIJ,57,57,힐로드플러스주(히알루론산나트륨)_(20mg/2mL),sodium hyaluronate
399,530046BIJ,13,13,힐로드주(히알루론산나트륨)_(25mg/2.5mL),sodium hyaluronate
399,617101ATB,6,6,비너스정20mg(바제독시펜아세테이트)_(22.6mg/1정),bazedoxifene acetate (as bazedoxifene)
399,618401ATD,1,1,카바글루확산정200밀리그램(카르글루민산)_(0.2g/1정),carglumic acid
399,629001BIJ,3,3,스토보클로프리필드시린지(데노수맙)_(60mg/1mL),denosumab
399,629002BIJ,3,3,엑스브릭주(데노수맙)_(0.12g/1.7mL),denosumab
399,629003BIJ,1,1,엑스지바프리필드시린지(데노수맙)_(0.12g/1mL),denosumab
399,646601ACH,1,1,세레델가캡슐84밀리그램(엘리글루스타트)_(0.1g/1캡슐),eliglustat tartrate (as eliglustat)
399,659200ACH,1,1,"라본디캡슐(라록시펜,콜레칼시페롤)_(1캡슐)",raloxifene hydrochloride (as raloxifene)
399,659200ACH,1,1,"라본디캡슐(라록시펜,콜레칼시페롤)_(1캡슐)",cholecalciferol concentrated powder (as vitamin D3)
399,659200ATB,4,4,랄록시플러스정_(1정),raloxifene hydrochloride (as raloxifene)
399,659200ATB,4,4,랄록시플러스정_(1정),cholecalciferol concentrated powder (as vitamin D3)
399,674500ATB,15,15,본바디정_(1정),bazedoxifene acetate (as bazedoxifene)
399,674500ATB,15,15,본바디정_(1정),cholecalciferol concentrated powder (as vitamin D3)
399,680701BIJ,1,1,"이베니티주프리필드시린지(로모소주맙, 유전자재조합)_(105mg/1관)",romosozumab
399,691701BIJ,1,1,"크리스비타주사액30밀리그램(부로수맙,유전자재조합)_(30mg/1병)",burosumab
399,691702BIJ,1,1,"크리스비타주사액20밀리그램(부로수맙,유전자재조합)_(20mg/1병)",burosumab
399,691703BIJ,1,1,"크리스비타주사액10밀리그램(부로수맙,유전자재조합)_(10mg/1병)",burosumab
399,691901BIJ,5,5,레시노원주(디비닐설폰으로 가교결합된 히알루론산나트륨겔과 히알루론산나트륨액의 4:1 w/w 혼합겔)_(2.04g/2mL),4:1 w/w mixed hydrogel of sodium hyaluronate gel crosslinked by divinyl sulfone and sodium hyaluronate (as sodium hyaluronate)
399,698200ATB,3,3,라보니디정_(1정),cholecalciferol concentrated powder (as vitamin D3)
399,698200ATB,3,3,라보니디정_(1정),raloxifene hydrochloride (as raloxifene)
399,729501ATB,1,1,올케디아정1밀리그램(에보칼세트)_(1mg/1정),evocalcet
399,729502ATB,1,1,올케디아정2밀리그램(에보칼세트)_(2mg/1정),evocalcet
421,100101APD,1,1,메시마엑스산(상황)_(1.1g/1.1g),phellinus linteus mycelliun ext.
421,100102ACH,1,1,메시마캡슐(상황균사체엑스)_(0.55g/1캡슐),phellinus linteus mycelliun ext.
421,104501BIJ,1,1,"프로류킨주(알데스류킨, 유전자재조합)_(18MI.U/1병)",aldesleukin(rhIL-2)
421,109001ATB,4,4,아나스토정(아나스트로졸)_(1mg/1정),anastrozole
421,117201ATB,11,11,프로칼린정50밀리그램(비칼루타미드)_(50mg/1정),bicalutamide
421,117202ATB,1,1,칼루타미정150mg(비칼루타마이드)_(0.15g/1정),bicalutamide
421,120630BIJ,2,2,부설칸주(부설판)_(60mg/10mL),busulfan
421,122701ATB,3,3,잘보빈정150밀리그램(카페시타빈)_(0.15g/1정),capecitabine
421,122702ATB,3,3,젤로빅정500밀리그램(카페시타빈)_(0.5g/1정),capecitabine
421,123730BIJ,1,1,네오플라틴주(카보플라틴)_(50mg/5mL),carboplatin
421,123731BIJ,3,3,네오플라틴주(카보플라틴)_(0.15g/15mL),carboplatin
421,123732BIJ,3,3,화이자카보플라틴주10mg/ml_(0.45g/45mL),carboplatin
421,123733BIJ,1,1,네오플라틴주(카보플라틴)_(0.55g/55mL),carboplatin
421,123734BIJ,1,1,화이자카보플라틴주10mg/ml_(0.6g/60mL),carboplatin
421,123735BIJ,1,1,네오플라틴주(카보플라틴)_(0.65g/65mL),carboplatin
421,134530BIJ,2,2,"유니스틴주사액0.5mg/ml(시스플라틴)(수출명:Newplatin Inj. 0.5mg/ml, Cytosplat Inj. 0.5mg/ml, Nextin Inj. 0.5mg/ml, KU Cisplatin Inj. 0.5mg/ml_(10mg/20mL)",cisplatin
421,134533BIJ,1,1,씨스푸란주50밀리그램(시스플라틴)_(50mg/100mL),cisplatin
421,134534BIJ,1,1,"유니스틴주사액1mg/mL(시스플라틴)(수출명: Newplatin Inj.1mg/mL, Cytosplat Inj.1mg/mL, Nextin Inj.1mg/mL, Kupunistin Inj.1mg/mL, KU Cisplatin Inj.50mg/50mL)_(50mg/50mL)",cisplatin
421,134830BIJ,1,1,류스타틴주사액(클라드리빈)_(10mg/10mL),cladribine
421,139001ATB,1,1,알키록산정(시클로포스파미드정)_(50mg/1정),cyclophosphamide
421,139005BIJ,1,1,엔독산주500mg(시클로포스파미드)_(0.5345g/1병),cyclophosphamide
421,139631BIJ,1,1,화이자시타라빈주100mg/5ml_(0.1g/5mL),cytarabine
421,139633BIJ,1,1,화이자시타라빈주_(1g/10mL),cytarabine
421,139634BIJ,1,1,중외시타라빈바이알주사액_(1g/20mL),cytarabine
421,139635BIJ,1,1,중외시타라빈바이알주사액_(2g/40mL),cytarabine
421,139636BIJ,1,1,중외시타라빈바이알주사액_(3g/60mL),cytarabine
421,139637BIJ,1,1,화이자시타라빈주_(2g/20mL),cytarabine
421,139638BIJ,1,1,중외시타라빈바이알주사액_(0.1g/2mL),cytarabine
421,139901BIJ,1,1,디티아이주(다카르바진)(수출명:DTIC-VHBforinjection100mg)_(0.1g/1병),dacarbazine
421,139902BIJ,1,1,"디티아이주200밀리그람(다카르바진)(수출명:DTIC-VHBforinjection,Duticinforinjection)_(0.2g/1병)",dacarbazine
421,148340BIJ,1,1,디탁셀1-바이알주(도세탁셀삼수화물)_(0.12804g/6mL),docetaxel
421,148341BIJ,1,1,나녹셀엠주20밀리그램(도세탁셀무수물)_(20mg/1병),docetaxel
421,148342BIJ,1,1,나녹셀엠주80밀리그램(도세탁셀무수물)_(80mg/1병),docetaxel
421,148344BIJ,5,5,디탁셀1-바이알주(도세탁셀삼수화물)_(21.34mg/1mL),docetaxel
421,148346BIJ,2,2,탁셀로주(도세탁셀삼수화물)_(26.0348mg/0.61mL),docetaxel
421,148348BIJ,5,5,디탁셀1-바이알주(도세탁셀삼수화물)_(85.36mg/4mL),docetaxel
421,148350BIJ,2,2,탁소젠주사(도세탁셀삼수화물)_(0.1007248g/2.36mL),docetaxel
421,148351BIJ,1,1,탁셀로주(도세탁셀삼수화물)_(0.1468192g/3.44mL),docetaxel
421,155101ACH,1,1,에스트라시트캡슐140밀리그램(에스트라머스틴인산나트륨수화물)_(0.1567g/1캡슐),estramustine sodium phosphate
421,157131BIJ,1,1,이피에스주(에토포시드)_(0.1g/5mL),etoposide
421,157132BIJ,1,1,이피에스주(에토포시드)_(0.15g/7.5mL),etoposide
421,160101BIJ,2,2,삼오플루다라빈주(플루다라빈포스페이트)_(50mg/1병),fludarabine phosphate
421,161430BIJ,1,1,중외5-에프유주(플루오로우라실)_(0.25g/5mL),5-fluorouracil
421,161431BIJ,1,1,중외5-에프유주(플루오로우라실)_(0.5g/10mL),5-fluorouracil
421,161432BIJ,1,1,중외5-에프유주(플루오로우라실)_(1g/20mL),5-fluorouracil
421,164930BIJ,11,9,젬시트주1그램(젬시타빈염산염)(수출명: Dong-A Gemcitabine 1g)_(1.14g/1병),gemcitabine hydrochloride (as gemcitabine)
421,164931BIJ,11,9,젬자주200밀리그램(젬시타빈염산염)_(0.228g/1병),gemcitabine hydrochloride (as gemcitabine)
421,164932BIJ,2,2,"화이자젬시타빈액상주_(젬시타빈염산염, 2.276002g/52.6mL)",gemcitabine hydrochloride (as gemcitabine)
421,164933BIJ,1,1,젬자액상주(젬시타빈염산염)_(2.0484018g/47.34mL),gemcitabine hydrochloride (as gemcitabine)
421,167201BIJ,1,1,졸라덱스엘에이데포주사(초산고세렐린)_(11.34mg/1관),goserelin acetate (as goserelin)
421,167202BIJ,1,1,졸라덱스데포주사(초산고세렐린)_(3.78mg/1관),goserelin acetate (as goserelin)
421,172001ACH,1,1,"하이드린캡슐(히드록시우레아)(수출명:GindreaCaps.500mg,KrabinexCaps.,HytinonCaps.)_(0.5g/1캡슐)",hydroxyurea
421,172002ACH,1,1,하이드린캡슐250밀리그램(히드록시우레아)_(0.25g/1캡슐),hydroxyurea
421,173301BIJ,1,1,홀록산주1000밀리그람(이포스파마이드)_(1g/1병),ifosfamide
421,177430BIJ,5,5,이리테칸주(이리노테칸염산염)_(40mg/2mL),irinotecan hydrochloride
421,177431BIJ,6,6,이리노주(이리노테칸염산염)_(0.1g/5mL),irinotecan hydrochloride
421,177433BIJ,4,4,이리테칸주(이리노테칸염산염)_(0.2g/10mL),irinotecan hydrochloride
421,177435BIJ,3,3,이리테칸주(이리노테칸염산염)_(0.3g/15mL),irinotecan hydrochloride
421,181401BIJ,1,1,로이나제주(엘아스파라기나제)_(10000KU/1병),L-asparaginase
421,181403BIJ,1,1,에르위나제주(엘-아스파라기나제)_(10KI.U/1병),L-asparaginase(Erwinia)
421,182201ATB,7,7,페트라정(레트로졸)_(2.5mg/1정),letrozole
421,182602BIJ,4,3,루피어데포주3.75밀리그램(류프로렐린아세트산염)_(3.75mg/1병)(용제부:프리필드시린지),leuprolide acetate
421,182604BIJ,1,1,루프린디피에스주11.25밀리그램(류프로렐린아세트산염)_(11.25mg/1관),leuprolide acetate
421,182605BIJ,1,1,엘리가드주7.5밀리그램(류프로렐린아세트산염)_(10.6mg/1관),leuprolide acetate (as leuprolide)
421,182606BIJ,1,1,엘리가드주22.5밀리그램(류프로렐린아세트산염)_(29.2mg/1관),leuprolide acetate (as leuprolide)
421,182608BIJ,1,1,엘리가드주45밀리그램(류프로렐린아세트산염)_(59.2mg/1관),leuprolide acetate (as leuprolide)
421,182611BIJ,1,1,루프린디피에스주22.5밀리그램(류프로렐린아세트산염)_(22.5mg/1관),leuprolide acetate
421,182630BIJ,1,1,로렐린주사액(류프로렐린아세트산염)_(14mg/2.8mL),leuprolide acetate
421,188905ATB,1,1,파루탈정(메드록시프로게스테론아세테이트)_(0.5g/1정),medroxyprogesterone acetate
421,189301ATB,1,1,메게시아정40mg(메게스트롤아세테이트)_(40mg/1정),megestrol acetate
421,189302ATB,1,1,메게시아정160mg(메게스트롤아세테이트)_(0.16g/1정),megestrol acetate
421,189303ASS,1,1,애피트롤이에스내복현탁액(메게스트롤아세테이트)_(0.65g/5.2mL),megestrol acetate
421,189304ASS,2,2,메게이스에프내복현탁액(메게스트롤아세테이트)_(0.625g/5mL),megestrol acetate
421,189330ASS,6,6,대원메게스트롤아세테이트현탁액_(0.4g/10mL),megestrol acetate
421,189331ASS,7,7,대원메게스트롤아세테이트현탁액_(0.8g/20mL),megestrol acetate
421,189335ASS,2,2,메게이스내복현탁액(메게스트롤아세테이트)_(9.6g/240mL),megestrol acetate
421,189901ATB,1,1,알케란정(멜팔란)_(2mg/1정),melphalan
421,189902BIJ,2,2,메그발주50밀리그램(멜팔란염산염)_(56mg/1병),melphalan
421,190601ATB,1,1,푸리네톤정(메르캅토푸린수화물)(수출명:CatoprineTabs.)_(50mg/1정),mercaptopurine hydrate
421,192101ATB,3,3,"한국유나이티드메토트렉세이트정(수출명:Methotrexate-VHB2.5mgTab.,UnitrexateTabs.,ALLTREXTabs.,PterinTabs.2.5mg)_(2.5mg/1정)",methotrexate
421,192139BIJ,4,4,유니트렉세이트주25mg/ml(메토트렉세이트)(수출명:PterinInj)_(50mg/2mL),methotrexate
421,192141BIJ,3,3,화이자메토트렉세이트주25mg/mL_(0.5g/20mL),methotrexate
421,192142BIJ,1,1,화이자메토트렉세이트주1g_(1g/10mL),methotrexate
421,192143BIJ,1,1,화이자메토트렉세이트주5g_(5g/50mL),methotrexate
421,196530BIJ,1,1,미트론주(미톡산트론염산염)_(23.3mg/10mL),mitoxantrone hydrochloride
421,198001BIJ,4,4,아테파주15밀리그램(티오테파)_(15mg/1병),thiotepa
421,198003BIJ,4,4,아테파주100밀리그램(티오테파)_(0.1g/1병),thiotepa
421,205803BIJ,4,4,플레옥사틴주5밀리그램/밀리리터(옥살리플라틴)_(0.15g/30mL),oxaliplatin
421,205830BIJ,10,10,플레옥사틴주5밀리그램/밀리리터(옥살리플라틴)_(50mg/10mL),oxaliplatin
421,205834BIJ,10,10,플레옥사틴주5밀리그램/밀리리터(옥살리플라틴)_(0.1g/20mL),oxaliplatin
421,207830BIJ,7,6,안자탁스주(파클리탁셀)_(30mg/5mL),paclitaxel
421,207831BIJ,5,4,팍셀주(파클리탁셀)_(0.1g/16.7mL),paclitaxel
421,207832BIJ,2,2,안자탁스주(파클리탁셀)_(0.15g/25mL),paclitaxel
421,207833BIJ,1,1,파덱솔주(파클리탁셀)_(0.2g/33.33mL),paclitaxel
421,207835BIJ,2,2,안자탁스주(파클리탁셀)_(0.3g/50mL),paclitaxel
421,234501ATB,3,3,광동타목시펜정(타목시펜시트르산염)_(15.2mg/1정),tamoxifen citrate (as tamoxifen)
421,234502ATB,4,4,광동타목시펜정20밀리그램(타목시펜시트르산염)_(30.4mg/1정),tamoxifen citrate (as tamoxifen)
421,241901BIJ,2,2,토포칸주(토포테칸염산염)_(4.49mg/1병),topotecan hydrochloride (as topotecan)
421,242801BIJ,2,2,삼페넷주440밀리그램(트라스투주맙)_(0.44g/1병),trastuzumab
421,242802BIJ,3,3,삼페넷주150밀리그램(트라스투주맙)_(0.15g/1병),trastuzumab
421,242830BIJ,1,1,허셉틴피하주사600밀리그램(트라스투주맙)_(0.6g/5mL),trastuzumab
421,244902BIJ,2,2,디페렐린피알3.75밀리그람주(초산트립토렐린)_(3.75mg/1병),triptorelin acetate (as triptorelin)
421,244930BIJ,1,1,데카펩틸주0.1밀리그램(트립토렐린아세트산염)_(0.105mg/1mL),triptorelin acetate
421,247830BIJ,1,1,벨바스틴주(빈블라스틴황산염)_(10mg/1병),vinblastine sulfate
421,248030BIJ,2,2,빈크란주(빈크리스틴황산염)_(1mg/1병),vincristine sulfate
421,248031BIJ,1,1,화이자빈크리스틴황산염주1mg/mL_(2mg/2mL),vincristine sulfate
421,248230BIJ,1,1,나벨빈주(비노렐빈타르타르산염)_(13.85mg/1mL),vinorelbine tartrate (as vinorelbine)
421,248231BIJ,1,1,나벨빈주(비노렐빈타르타르산염)_(69.25mg/5mL),vinorelbine tartrate (as vinorelbine)
421,309700ACH,1,1,유에프티캅셀_(1캡슐),tegafur
421,309700ACH,1,1,유에프티캅셀_(1캡슐),uracil
421,358202ACH,3,3,테모달캡슐20밀리그램(테모졸로미드)_(20mg/1캡슐),temozolomide
421,358203ACH,3,3,테모달캡슐100밀리그램(테모졸로미드)_(0.1g/1캡슐),temozolomide
421,358204ACH,3,3,테모달캡슐250밀리그램(테모졸로미드)_(0.25g/1캡슐),temozolomide
421,358401ATB,1,1,아로마신정25mg(엑스메스탄)_(25mg/1정),exemestane
421,412701ATB,7,7,글리티브필름코팅정100밀리그램(이매티닙메실산염)_(0.1195g/1정),imatinib mesylate (as imatinib)
421,412702ATB,1,1,글리닙정200밀리그램(이매티닙메실산염)_(0.239g/1정),imatinib mesylate (as imatinib)
421,412703ATB,6,6,글리티브필름코팅정400밀리그램(이매티닙메실산염)_(0.478g/1정),imatinib mesylate (as imatinib)
421,412704ATB,1,1,글리티브필름코팅정300밀리그램(이매티닙메실산염)_(0.3585g/1정),imatinib mesylate (as imatinib)
421,422603BIJ,1,1,맙테라피하주사(리툭시맙)(유전자재조합)_(1.4g/11.7mL),Rituximab
421,422630BIJ,3,3,"싸이시맙주(리툭시맙)(단클론항체, 유전자재조합)_(0.1g/10mL)",rituximab
421,422631BIJ,3,3,"싸이시맙주(리툭시맙)(단클론항체, 유전자재조합)_(0.5g/50mL)",rituximab
421,452400ACH,2,2,티에스원캡슐20_(1캡슐),gimeracil
421,452400ACH,2,2,티에스원캡슐20_(1캡슐),oteracil potassium
421,452400ACH,2,2,티에스원캡슐20_(1캡슐),tegafur
421,452500ACH,2,2,티에스원캡슐25_(1캡슐),gimeracil
421,452500ACH,2,2,티에스원캡슐25_(1캡슐),oteracil potassium
421,452500ACH,2,2,티에스원캡슐25_(1캡슐),tegafur
421,452801BIJ,1,1,캄토벨주(벨로테칸(CKD-602))_(2mg/1병),belotecan(CKD-602)
421,453001ATB,6,6,레피사정(게피티니브)_(0.25g/1정),gefitinib
421,463301BIJ,5,5,보테벨주3.5밀리그램(보르테조밉삼합체)_(3.3mg/1병),bortezomib(PS-341)
421,463302BIJ,2,2,프로테조밉주2.5밀리그램(보르테조밉삼합체)_(2.38mg/1병),bortezomib(PS-341)
421,467501BIJ,1,1,디페렐린피알주11.25밀리그람(파모산트립토렐린)_(14.58mg/1병),triptorelin pamoate (as triptorelin)
421,467502BIJ,1,1,디페렐린에스알주22.5밀리그램(트립토렐린파모산염)_(31mg/1병),triptorelin pamoate (as triptorelin)
421,477401ATB,4,4,타쎄원정100밀리그램(엘로티닙염산염)_(0.10929g/1정),erlotinib hydrochloride (as erlotinib)
421,477402ATB,4,4,타쎄원정150밀리그램(엘로티닙염산염)_(0.16393g/1정),erlotinib hydrochloride (as erlotinib)
421,477403ATB,1,1,타쎄바정25밀리그램(엘로티닙염산염)_(27.32mg/1정),erlotinib hydrochloride (as erlotinib)
421,481203BIJ,2,2,페메신주300밀리그램(페메트렉시드이나트륨염2.5수화물)_(0.36247g/1병),pemetrexed disodium (as pemetrexed)
421,481230BIJ,3,3,알지크주사100밀리그램(페메트렉시드이나트륨염2.5수화물)_(0.1208g/1병),pemetrexed disodium (as pemetrexed)
421,481231BIJ,9,7,알림시드주500밀리그램(페메트렉시드이나트륨염2.5수화물)_(0.6041g/1병),pemetrexed disodium (as pemetrexed)
421,481232BIJ,1,1,페메드에스주(페메트렉시드이나트륨염2.5수화물)_(1.2082g/40mL),pemetrexed disodium (as pemetrexed)
421,481234BIJ,1,1,메인타주사액800밀리그램(페메트렉시드이나트륨2.5수화물)_(0.96656g/1병),pemetrexed disodium (as pemetrexed)
421,481235BIJ,1,1,알림시드주800밀리그램(페메트렉시드이나트륨2.5수화물)_(0.96656g/1병),pemetrexed disodium (as pemetrexed)
421,481239BIJ,1,1,메인타주사액100밀리그램(페메트렉시드이나트륨2.5수화물)_(0.12082g/2mL),pemetrexed disodium (as pemetrexed)
421,484301BIJ,3,3,비자다킨주(아자시티딘)_(0.1g/1병),azacitidine
421,484302BIJ,1,1,아자리드주150밀리그램(아자시티딘)_(0.15g/1병),azacitidine
421,484303ATB,1,1,오뉴렉정300밀리그램(아자시티딘)_(0.3g/1정),azacitidine
421,484304ATB,1,1,오뉴렉정200밀리그램(아자시티딘)_(0.2g/1정),azacitidine
421,485605ATB,3,3,에베로즈정5밀리그램(에베로리무스)_(5mg/1정),everolimus
421,485606ATB,3,3,에베로즈정10밀리그램(에베로리무스)_(10mg/1정),everolimus
421,485607ATB,2,2,에베로즈정2.5밀리그램(에베로리무스)_(2.5mg/1정),everolimus
421,485701ACH,3,3,탈라이드캡슐50mg(탈리도마이드)_(50mg/1캡슐),thalidomide
421,485702ACH,2,2,탈라이드캡슐100mg(탈리도마이드)_(0.1g/1캡슐),thalidomide
421,487701ACH,1,1,수텐캡슐12.5밀리그램(수니티닙말산염)_(16.7mg/1캡슐),sunitinib malate
421,487702ACH,1,1,수텐캡슐25밀리그램(수니티닙말산염)_(33.4mg/1캡슐),sunitinib malate
421,487703ACH,1,1,수텐캡슐50밀리그램(수니티닙말산염)_(66.8mg/1캡슐),sunitinib malate
421,488001ATB,2,2,소라닙정200밀리그램(소라페닙토실레이트(미분화))_(0.274g/1정),sorafenib tosylate (as sorafenib)
421,493301ATB,1,1,스프라이셀정20밀리그램(다사티닙)_(20mg/1정),dasatinib
421,493302ATB,1,1,스프라이셀정50밀리그램(다사티닙)_(50mg/1정),dasatinib
421,493304ATB,1,1,스프라이셀정100밀리그램(다사티닙)_(0.1g/1정),dasatinib
421,493305ATB,1,1,스프라이셀정80밀리그램(다사티닙)_(80mg/1정),dasatinib
421,495601BIJ,2,2,데비킨주(데시타빈)_(50mg/1병),
421,495602BIJ,1,1,데시리드주40밀리그램(데시타빈)_(40mg/1병),decitabine
421,503701BIJ,1,1,아브락산주(파클리탁셀)_(0.1g/1병),paclitaxel(albumin-bound)
421,507501ATB,1,1,타이커브정250밀리그램(라파티닙디토실레이트)_(0.405g/1정),lapatinib ditosylate (as lapatinib)
421,554330BIJ,4,4,"베그젤마주(베바시주맙)(단클론항체,유전자재조합)_(0.1g/4mL)",bevacizumab
421,554331BIJ,4,4,"베그젤마주(베바시주맙)(단클론항체,유전자재조합)_(0.4g/16mL)",bevacizumab
421,556430BIJ,1,1,얼비툭스주 5mg/mL (세툭시맙)_(0.1g/20mL),cetuximab
421,562601ACH,1,1,타시그나캡슐200밀리그램(닐로티닙염산염일수화물)_(0.2206g/1캡슐),nilotinib hydrochloride monohydrate (as nilotinib)
421,562602ACH,1,1,타시그나캡슐150밀리그램(닐로티닙염산염일수화물)_(0.16545g/1캡슐),nilotinib hydrochloride monohydrate (as nilotinib)
421,568230BIJ,1,1,토리셀주(템시롤리무스)_(30mg/1.2mL),temsirolimus
421,568931BIJ,3,3,엘브라칸주(풀베스트란트)_(0.5g/1팩(5mL*2관)),fulvestrant
421,588201ACH,4,4,레블리킨캡슐10밀리그램(레날리도마이드)_(10mg/1캡슐),lenalidomide
421,588201ATB,1,1,레날리드정(레날리도마이드)_(10mg/1정),lenalidomide
421,588202ACH,4,4,레블리킨캡슐15밀리그램(레날리도마이드)_(15mg/1캡슐),lenalidomide
421,588202ATB,1,1,레날리드정(레날리도마이드)_(15mg/1정),lenalidomide
421,588203ACH,4,4,레블리킨캡슐25밀리그램(레날리도마이드)_(25mg/1캡슐),lenalidomide
421,588203ATB,1,1,레날리드정(레날리도마이드)_(25mg/1정),lenalidomide
421,588204ACH,4,4,레블리킨캡슐5밀리그램(레날리도마이드)_(5mg/1캡슐),lenalidomide
421,588204ATB,1,1,레날리드정(레날리도마이드)_(5mg/1정),lenalidomide
421,588205ACH,2,2,레날로마캡슐2.5밀리그램(레날리도마이드)_(2.5mg/1캡슐),lenalidomide
421,588207ACH,3,3,레블리킨캡슐20밀리그램(레날리도마이드)_(20mg/1캡슐),lenalidomide
421,588207ATB,1,1,레날리드정(레날리도마이드)_(20mg/1정),lenalidomide
421,588430BIJ,2,2,아시트리주(삼산화비소)_(10mg/10mL),arsenic trioxide
421,588431BIJ,1,1,트리세녹스주2mg/mL(삼산화비소)(바이알)_(12mg/6mL),arsenic trioxide
421,611801ATB,1,1,보트리엔트정200밀리그램(파조파닙염산염)_(0.2167g/1정),pazopanib hydrochloride (as pazopanib)
421,611802ATB,1,1,보트리엔트정400밀리그램(파조파닙염산염)_(0.4334g/1정),pazopanib hydrochloride (as pazopanib)
421,613901BIJ,1,1,제브타나주(카바지탁셀아세톤용매화물)_(64.2mg/1.5mL),cabazitaxel acetone solvate (as cabazitaxel)  
421,614330BIJ,1,1,에볼트라주(클로파라빈)_(20mg/20mL),clofarabine
421,614601BIJ,2,2,벤다리드주25밀리그램(벤다무스틴염산염수화물)_(26.1mg/1병),bendamustine hydrochloride (as bendamustine)
421,614602BIJ,2,2,벤다리드주100밀리그램(벤다무스틴염산염수화물)_(0.1045g/1병),bendamustine hydrochloride (as bendamustine)
421,617501ACH,1,1,잴코리캡슐200밀리그램(크리조티닙)_(0.2g/1캡슐),crizotinib
421,617502ACH,1,1,잴코리캡슐250밀리그램(크리조티닙)_(0.25g/1캡슐),crizotinib
421,617701ACH,1,1,슈펙트캡슐100밀리그램(라도티닙염산염)_(0.1068g/1캡슐),radotinib hydrochloride (as radotinib)
421,617702ACH,1,1,슈펙트캡슐200밀리그램(라도티닙염산염)_(0.2136g/1캡슐),radotinib hydrochloride (as radotinib)
421,620402ATB,3,3,아비론정500밀리그램(아비라테론아세테이트(미분화))_(0.5g/1정),abiraterone acetate
421,620501ATB,1,1,젤보라프정240밀리그램(베무라페닙)_(0.24g/1정),vemurafenib mixture (as vemurafenib)
421,621001ATB,1,1,인라이타정1밀리그램(엑시티닙)_(1mg/1정),axitinib
421,621002ATB,1,1,인라이타정5밀리그램(엑시티닙)_(5mg/1정),axitinib
421,621330BIJ,1,1,할라벤주(에리불린메실산염)_(1mg/2mL),eribulin mesylate (as eribulin)
421,623001ATB,1,1,자카비정5밀리그램(룩소리티닙인산염)_(6.6mg/1정),ruxolitinib phosphate (as ruxolitinib)
421,623002ATB,1,1,자카비정15밀리그램(룩소리티닙인산염)_(19.8mg/1정),ruxolitinib phosphate (as ruxolitinib)
421,623003ATB,1,1,자카비정20밀리그램(룩소리티닙인산염)_(26.4mg/1정),ruxolitinib phosphate (as ruxolitinib)
421,623004ATB,1,1,자카비정10밀리그램(룩소리티닙인산염)_(13.2mg/1정),ruxolitinib phosphate (as ruxolitinib)
421,624101ATB,1,1,카프렐사정100밀리그램(반데타닙)_(0.1g/1정),vandetanib
421,624102ATB,1,1,카프렐사정300밀리그램(반데타닙)_(0.3g/1정),vandetanib
421,624401BIJ,1,1,퍼마곤주80밀리그램(데가렐릭스)_(88.2mg/1병),degarelix
421,624402BIJ,1,1,퍼마곤주120밀리그램(데가렐릭스)_(0.128g/1병),degarelix
421,624501BIJ,1,1,애드세트리스주(브렌툭시맙베도틴)_(50mg/1병),brentuximab vedotin
421,624601BIJ,1,1,퍼제타주(퍼투주맙)_(0.42g/14mL),pertuzumab
