substance_code,preferred_label_ko,preferred_label_en,atc_codes,representative_label
446431CCM,피메크로리무스,pimecrolimus,D11AH02,피메크로리무스
498100ATB,"피오글리타존, 메트포르민염산염",nan,A10BD05,"피오글리타존, 메트포르민염산염"
431901ATB,피오글리타존염산염,nan,A10BG03,피오글리타존염산염
431902ATB,피오글리타존염산염,nan,A10BG03,피오글리타존염산염
370002BIJ,피친산나트륨,technetium (99mTc) phytate,V09DB07,피친산나트륨
470901ATB,피타바스타틴칼슘,nan,C10AA08,피타바스타틴칼슘
470902ATB,피타바스타틴칼슘,nan,C10AA08,피타바스타틴칼슘
470903ATB,피타바스타틴칼슘,nan,C10AA08,피타바스타틴칼슘
699400ATB,"피타바스타틴칼슘, 에제티미브",Combinations of various lipid modifying agents,C10BA,"피타바스타틴칼슘, 에제티미브"
699500ATB,"피타바스타틴칼슘, 에제티미브",Combinations of various lipid modifying agents,C10BA,"피타바스타틴칼슘, 에제티미브"
679300ACH,"피타바스타틴칼슘, 페노피브레이트",nan,C10BA,"피타바스타틴칼슘, 페노피브레이트"
742400ACE,"피타바스타틴칼슘, 페노피브릭산",nan,,"피타바스타틴칼슘, 페노피브릭산"
679300ATB,"피타바스타틴칼슘,페노피브레이트",nan,,"피타바스타틴칼슘,페노피브레이트"
248830BIJ,피토나디온주사액,phytomenadione,B02BA01,피토나디온주사액
329500BIJ,피페라실린나트륨·타조박탐나트륨,nan,J01CR05,피페라실린나트륨·타조박탐나트륨
329600BIJ,피페라실린나트륨·타조박탐나트륨,nan,J01CR05,피페라실린나트륨·타조박탐나트륨
615201ACH,핀골리모드염산염,fingolimod,L04AE01,핀골리모드염산염
725201ATB,필고티닙말레산염,filgotinib,L04AF04,필고티닙말레산염
725202ATB,필고티닙말레산염,filgotinib,L04AF04,필고티닙말레산염
158933BIJ,필그라스팀,filgrastim,L03AA02,필그라스팀
158930BIJ,필그라스팀(유전자재조합,filgrastim,L03AA02,필그라스팀(유전자재조합
158931BIJ,필그라스팀(유전자재조합,filgrastim,L03AA02,필그라스팀(유전자재조합
158932BIJ,필그라스팀(유전자재조합,filgrastim,L03AA02,필그라스팀(유전자재조합
158934BIJ,필그라스팀(유전자재조합,filgrastim,L03AA02,필그라스팀(유전자재조합
158935BIJ,필그라스팀(유전자재조합,filgrastim,L03AA02,필그라스팀(유전자재조합
158936BIJ,필그라스팀(유전자재조합,filgrastim,L03AA02,필그라스팀(유전자재조합
212331COS,필로카르핀염산염,pilocarpine,S01EB01,필로카르핀염산염
502101ACH,필시카이니드염산염,"Other antiarrhythmics, class I and III",C01BG,필시카이니드염산염
502102ACH,필시카이니드염산염,"Other antiarrhythmics, class I and III",C01BG,필시카이니드염산염
167903ATB,할로페리돌,haloperidol,N05AD01,할로페리돌
167904ATB,할로페리돌,haloperidol,N05AD01,할로페리돌
167905ATB,할로페리돌,haloperidol,N05AD01,할로페리돌
167906ATB,할로페리돌,haloperidol,N05AD01,할로페리돌
167908ATB,할로페리돌,haloperidol,N05AD01,할로페리돌
167930BIJ,할로페리돌,haloperidol,N05AD01,할로페리돌
168030BIJ,할로페리돌데카노에이트,nan,,할로페리돌데카노에이트
169301BIJ,항파상풍사람면역글로불린,nan,J06BB02,항파상풍사람면역글로불린
168430BIJ,헤모코아귤라제,batroxobin,B02BX03,헤모코아귤라제
168431BIJ,헤모코아귤라제,batroxobin,B02BX03,헤모코아귤라제
168630BIJ,헤파린나트륨,heparin,B01AB01,헤파린나트륨
168631BIJ,헤파린나트륨,heparin,B01AB01,헤파린나트륨
168632BIJ,헤파린나트륨,heparin,B01AB01,헤파린나트륨
168636BIJ,헤파린나트륨,heparin,B01AB01,헤파린나트륨
168637BIJ,헤파린나트륨,heparin,B01AB01,헤파린나트륨
168638BIJ,헤파린나트륨,heparin,B01AB01,헤파린나트륨
614901ATB,현호색·견우자(5:1,Various alimentary tract and metabolism products,A16AX,현호색·견우자(5:1
109202BIJ,"혈액응고8인자항체우회활성복합체, 1000unit",factor VIII inhibitor bypassing activity,B02BD03,"혈액응고8인자항체우회활성복합체, 1000unit"
109201BIJ,"혈액응고8인자항체우회활성복합체, 500unit",factor VIII inhibitor bypassing activity,B02BD03,"혈액응고8인자항체우회활성복합체, 500unit"
431630BIJ,"혈액응고인자 VIII, 유전자재조합",coagulation factor VIII,B02BD02,"혈액응고인자 VIII, 유전자재조합"
431631BIJ,"혈액응고인자 VIII, 유전자재조합",coagulation factor VIII,B02BD02,"혈액응고인자 VIII, 유전자재조합"
431632BIJ,"혈액응고인자 VIII, 유전자재조합",coagulation factor VIII,B02BD02,"혈액응고인자 VIII, 유전자재조합"
431633BIJ,"혈액응고인자 VIII, 유전자재조합",coagulation factor VIII,B02BD02,"혈액응고인자 VIII, 유전자재조합"
431730BIJ,"혈액응고인자IX, 노나코그-알파 (유전자재조합",coagulation factor IX,B02BD04,"혈액응고인자IX, 노나코그-알파 (유전자재조합"
431731BIJ,"혈액응고인자IX, 노나코그-알파 (유전자재조합",coagulation factor IX,B02BD04,"혈액응고인자IX, 노나코그-알파 (유전자재조합"
431732BIJ,"혈액응고인자IX, 노나코그-알파 (유전자재조합",coagulation factor IX,B02BD04,"혈액응고인자IX, 노나코그-알파 (유전자재조합"
431733BIJ,"혈액응고인자IX, 노나코그-알파 (유전자재조합",coagulation factor IX,B02BD04,"혈액응고인자IX, 노나코그-알파 (유전자재조합"
431734BIJ,"혈액응고인자IX, 노나코그-알파 (유전자재조합",coagulation factor IX,B02BD04,"혈액응고인자IX, 노나코그-알파 (유전자재조합"
649701BIJ,"혈액응고인자IX, 노나코그감마(유전자재조합",coagulation factor IX,B02BD04,"혈액응고인자IX, 노나코그감마(유전자재조합"
649702BIJ,"혈액응고인자IX, 노나코그감마(유전자재조합",coagulation factor IX,B02BD04,"혈액응고인자IX, 노나코그감마(유전자재조합"
649703BIJ,"혈액응고인자IX, 노나코그감마(유전자재조합",coagulation factor IX,B02BD04,"혈액응고인자IX, 노나코그감마(유전자재조합"
649704BIJ,"혈액응고인자IX, 노나코그감마(유전자재조합",coagulation factor IX,B02BD04,"혈액응고인자IX, 노나코그감마(유전자재조합"
649705BIJ,"혈액응고인자IX, 노나코그감마(유전자재조합",coagulation factor IX,B02BD04,"혈액응고인자IX, 노나코그감마(유전자재조합"
733001BIJ,혈액응고인자IX-알부민융합단백(rIX-FP,nan,,혈액응고인자IX-알부민융합단백(rIX-FP
733002BIJ,혈액응고인자IX-알부민융합단백(rIX-FP,nan,,혈액응고인자IX-알부민융합단백(rIX-FP
733003BIJ,혈액응고인자IX-알부민융합단백(rIX-FP,nan,,혈액응고인자IX-알부민융합단백(rIX-FP
733004BIJ,혈액응고인자IX-알부민융합단백(rIX-FP,nan,,혈액응고인자IX-알부민융합단백(rIX-FP
670501BIJ,"혈액응고인자VIII, 유전자재조합",coagulation factor VIII,B02BD02,"혈액응고인자VIII, 유전자재조합"
670502BIJ,"혈액응고인자VIII, 유전자재조합",coagulation factor VIII,B02BD02,"혈액응고인자VIII, 유전자재조합"
670503BIJ,"혈액응고인자VIII, 유전자재조합",coagulation factor VIII,B02BD02,"혈액응고인자VIII, 유전자재조합"
670504BIJ,"혈액응고인자VIII, 유전자재조합",coagulation factor VIII,B02BD02,"혈액응고인자VIII, 유전자재조합"
670505BIJ,"혈액응고인자VIII, 유전자재조합",coagulation factor VIII,B02BD02,"혈액응고인자VIII, 유전자재조합"
694301BIJ,"혈액응고인자VIII, 유전자재조합",nan,,"혈액응고인자VIII, 유전자재조합"
694302BIJ,"혈액응고인자VIII, 유전자재조합",nan,,"혈액응고인자VIII, 유전자재조합"
694303BIJ,"혈액응고인자VIII, 유전자재조합",nan,,"혈액응고인자VIII, 유전자재조합"
694304BIJ,"혈액응고인자VIII, 유전자재조합",nan,,"혈액응고인자VIII, 유전자재조합"
694305BIJ,"혈액응고인자VIII, 유전자재조합",nan,,"혈액응고인자VIII, 유전자재조합"
724101BIJ,"혈액응고인자VIII,유전자재조합",coagulation factor VIII,B02BD02,"혈액응고인자VIII,유전자재조합"
724102BIJ,"혈액응고인자VIII,유전자재조합",coagulation factor VIII,B02BD02,"혈액응고인자VIII,유전자재조합"
724103BIJ,"혈액응고인자VIII,유전자재조합",coagulation factor VIII,B02BD02,"혈액응고인자VIII,유전자재조합"
724104BIJ,"혈액응고인자VIII,유전자재조합",coagulation factor VIII,B02BD02,"혈액응고인자VIII,유전자재조합"
670201BIJ,"혈액응고인자VIII-Fc융합단백, 유전자재조합",coagulation factor VIII,B02BD02,"혈액응고인자VIII-Fc융합단백, 유전자재조합"
670202BIJ,"혈액응고인자VIII-Fc융합단백, 유전자재조합",coagulation factor VIII,B02BD02,"혈액응고인자VIII-Fc융합단백, 유전자재조합"
670203BIJ,"혈액응고인자VIII-Fc융합단백, 유전자재조합",coagulation factor VIII,B02BD02,"혈액응고인자VIII-Fc융합단백, 유전자재조합"
670204BIJ,"혈액응고인자VIII-Fc융합단백, 유전자재조합",coagulation factor VIII,B02BD02,"혈액응고인자VIII-Fc융합단백, 유전자재조합"
169130COS,호마트로핀브롬화수소산염,homatropine,S01FA05,호마트로핀브롬화수소산염
233803ATB,호박산수마트립탄,nan,N02CC01,호박산수마트립탄
152904BIJ,"활성형 엡타코그알파, 유전자재조합 혈액응고인자 VIIa",coagulation factor VIIa,B02BD08,"활성형 엡타코그알파, 유전자재조합 혈액응고인자 VIIa"
152905BIJ,"활성형 엡타코그알파, 유전자재조합 혈액응고인자 VIIa",coagulation factor VIIa,B02BD08,"활성형 엡타코그알파, 유전자재조합 혈액응고인자 VIIa"
152906BIJ,"활성형 엡타코그알파, 유전자재조합 혈액응고인자 VIIa",coagulation factor VIIa,B02BD08,"활성형 엡타코그알파, 유전자재조합 혈액응고인자 VIIa"
187630BIJ,황산마그네슘수화물,magnesium sulfate,A12CC02,황산마그네슘수화물
187631BIJ,황산마그네슘수화물,magnesium sulfate,A12CC02,황산마그네슘수화물
197301ATR,황산모르핀,morphine,N02AA01,황산모르핀
113937APD,황산바륨,barium sulfate without suspending agents,V08BA02,황산바륨
113949APD,황산바륨,barium sulfate without suspending agents,V08BA02,황산바륨
170431BIJ,휴먼인슐린,insulin (human),A10AD01,휴먼인슐린
170130BIJ,"휴먼인슐린,유전자재조합",insulin (human),A10AC01,"휴먼인슐린,유전자재조합"
170131BIJ,"휴먼인슐린,유전자재조합",insulin (human),A10AB01|A10AC01,"휴먼인슐린,유전자재조합"
170430BIJ,"휴먼인슐린,유전자재조합",insulin (human),A10AD01,"휴먼인슐린,유전자재조합"
511801CDS,흡수성콜라겐헤모스탯,collagen,B02BC07,흡수성콜라겐헤모스탯
202633BIJ,희석된니트로글리세린,glyceryl trinitrate,C01DA02,희석된니트로글리세린
202634CPC,희석된니트로글리세린,glyceryl trinitrate,C01DA02,희석된니트로글리세린
202637CSI,희석한니트로글리세린용액,glyceryl trinitrate,C01DA02,희석한니트로글리세린용액
441102ATB,히드로모르폰염산염,hydromorphone,N02AA03,히드로모르폰염산염
441130BIJ,히드로모르폰염산염,hydromorphone,N02AA03,히드로모르폰염산염
441131BIJ,히드로모르폰염산염,hydromorphone,N02AA03,히드로모르폰염산염
170901ATB,히드로코르티손,hydrocortisone,H02AB09,히드로코르티손
170932CCM,히드로코르티손,hydrocortisone,D07AA02,히드로코르티손
170933CSS,히드로코르티손,hydrocortisone,D07AA02,히드로코르티손
170934CSS,히드로코르티손,hydrocortisone,D07AA02,히드로코르티손
170938CLT,히드로코르티손,hydrocortisone,D07AA02,히드로코르티손
170939CLT,히드로코르티손,hydrocortisone,D07AA02,히드로코르티손
170941CLT,히드로코르티손,hydrocortisone,D07AA02,히드로코르티손
170942CLT,히드로코르티손,hydrocortisone,D07AA02,히드로코르티손
170943CLT,히드로코르티손,hydrocortisone,D07AA02,히드로코르티손
170944CLT,히드로코르티손,hydrocortisone,D07AA02,히드로코르티손
170946CLT,히드로코르티손,hydrocortisone,D07AA02,히드로코르티손
170945CLT,히드로코르티손,nan,D07AA02,히드로코르티손
171130CCM,히드로코르티손프로부테이트,hydrocortisone butyrate,D07AB02,히드로코르티손프로부테이트
170801ATB,히드로클로로티아지드,hydrochlorothiazide,C03AA03,히드로클로로티아지드
171530BIJ,히드록소코발라민,hydroxocobalamin,B03BA03,히드록소코발라민
171531BIJ,히드록소코발라민,hydroxocobalamin,B03BA03,히드록소코발라민
172001ACH,히드록시우레아,hydroxycarbamide,L01XX05,히드록시우레아
172002ACH,히드록시우레아,hydroxycarbamide,L01XX05,히드록시우레아
172101ATB,히드록시진염산염,hydroxyzine,N05BB01,히드록시진염산염
172130ASY,히드록시진염산염,hydroxyzine,N05BB01,히드록시진염산염
171701ATB,히드록시클로로퀸황산염,hydroxychloroquine,P01BA02,히드록시클로로퀸황산염
171702ATB,히드록시클로로퀸황산염,hydroxychloroquine,P01BA02,히드록시클로로퀸황산염
171703ATB,히드록시클로로퀸황산염,hydroxychloroquine,P01BA02,히드록시클로로퀸황산염
171704ATB,히드록시클로로퀸황산염,hydroxychloroquine,P01BA02,히드록시클로로퀸황산염
171705ATB,히드록시클로로퀸황산염,hydroxychloroquine,P01BA02,히드록시클로로퀸황산염
530001COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530002COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530006COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530025COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530031COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530037COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530039COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530042COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530048COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530049COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530053COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530054COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530059COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530060COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530061COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530063COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530064COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530065COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530068COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530069COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530071COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530072COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530073COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530074COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
5300A4COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
5300B9COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
5300C1COS,히알루론산나트륨,artificial tears and other indifferent preparations,S01XA20,히알루론산나트륨
530032BIJ,히알루론산나트륨,hyaluronic acid,S01KA01,히알루론산나트륨
530020COS,히알루론산나트륨,nan,S01XA20,히알루론산나트륨
530021COS,히알루론산나트륨,nan,S01XA20,히알루론산나트륨
530029COS,히알루론산나트륨,nan,S01XA20,히알루론산나트륨
530045BIJ,히알루론산나트륨,nan,M09AX01,히알루론산나트륨
530046BIJ,히알루론산나트륨,nan,M09AX01,히알루론산나트륨
530024BIJ,히알우론산나트륨,hyaluronic acid,S01KA01,히알우론산나트륨
118101ASS,,ANTACIDS,A02A,ANTACIDS
545500CCM,,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE
545600CCM,,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE
545800CCM,,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE
545900CCM,,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE
617400CLQ,,ANTIHEMORRHAGICS,B02,ANTIHEMORRHAGICS
663300CLQ,,ANTIHEMORRHAGICS,B02,ANTIHEMORRHAGICS
538800COS,,ANTIINFLAMMATORY AGENTS,S01B,ANTIINFLAMMATORY AGENTS
642200COS,,ANTIINFLAMMATORY AGENTS,S01B,ANTIINFLAMMATORY AGENTS
682700ATB,,"Angiotensin II receptor blockers (ARBs), other combinations",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations"
682800ATB,,"Angiotensin II receptor blockers (ARBs), other combinations",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations"
682900ATB,,"Angiotensin II receptor blockers (ARBs), other combinations",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations"
707500ATB,,"Angiotensin II receptor blockers (ARBs), other combinations",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations"
707600ATB,,"Angiotensin II receptor blockers (ARBs), other combinations",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations"
707700ATB,,"Angiotensin II receptor blockers (ARBs), other combinations",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations"
710700ATB,,"Angiotensin II receptor blockers (ARBs), other combinations",C09DX,"Angiotensin II receptor blockers (ARBs), other combinations"
523900ATB,,"Bisphosphonates, combinations",M05BB,"Bisphosphonates, combinations"
267400ATB,,COUGH AND COLD PREPARATIONS,R05,COUGH AND COLD PREPARATIONS
493200ATB,,COUGH AND COLD PREPARATIONS,R05,COUGH AND COLD PREPARATIONS
303200ATB,,"Calcium, combinations with vitamin D and/or other drugs",A12AX,"Calcium, combinations with vitamin D and/or other drugs"
462700ATB,,"Calcium, combinations with vitamin D and/or other drugs",A12AX,"Calcium, combinations with vitamin D and/or other drugs"
480200ATB,,"Calcium, combinations with vitamin D and/or other drugs",A12AX,"Calcium, combinations with vitamin D and/or other drugs"
503100ATB,,"Calcium, combinations with vitamin D and/or other drugs",A12AX,"Calcium, combinations with vitamin D and/or other drugs"
508700ATB,,"Calcium, combinations with vitamin D and/or other drugs",A12AX,"Calcium, combinations with vitamin D and/or other drugs"
519000ATB,,"Calcium, combinations with vitamin D and/or other drugs",A12AX,"Calcium, combinations with vitamin D and/or other drugs"
526100ATB,,"Calcium, combinations with vitamin D and/or other drugs",A12AX,"Calcium, combinations with vitamin D and/or other drugs"
665600ATB,,"Calcium, combinations with vitamin D and/or other drugs",A12AX,"Calcium, combinations with vitamin D and/or other drugs"
670000ATB,,"Calcium, combinations with vitamin D and/or other drugs",A12AX,"Calcium, combinations with vitamin D and/or other drugs"
712800ATB,,"Calcium, combinations with vitamin D and/or other drugs",A12AX,"Calcium, combinations with vitamin D and/or other drugs"
720400ATB,,"Calcium, combinations with vitamin D and/or other drugs",A12AX,"Calcium, combinations with vitamin D and/or other drugs"
648400ATB,,Combinations of oral blood glucose lowering drugs,A10BD,Combinations of oral blood glucose lowering drugs
648500ATB,,Combinations of oral blood glucose lowering drugs,A10BD,Combinations of oral blood glucose lowering drugs
648600ATB,,Combinations of oral blood glucose lowering drugs,A10BD,Combinations of oral blood glucose lowering drugs
671800ATR,,Combinations of oral blood glucose lowering drugs,A10BD,Combinations of oral blood glucose lowering drugs
672000ATR,,Combinations of oral blood glucose lowering drugs,A10BD,Combinations of oral blood glucose lowering drugs
672500ATR,,Combinations of oral blood glucose lowering drugs,A10BD,Combinations of oral blood glucose lowering drugs
672600ATR,,Combinations of oral blood glucose lowering drugs,A10BD,Combinations of oral blood glucose lowering drugs
672700ATR,,Combinations of oral blood glucose lowering drugs,A10BD,Combinations of oral blood glucose lowering drugs
672800ATR,,Combinations of oral blood glucose lowering drugs,A10BD,Combinations of oral blood glucose lowering drugs
673800ATR,,Combinations of oral blood glucose lowering drugs,A10BD,Combinations of oral blood glucose lowering drugs
683300ATR,,Combinations of oral blood glucose lowering drugs,A10BD,Combinations of oral blood glucose lowering drugs
683400ATR,,Combinations of oral blood glucose lowering drugs,A10BD,Combinations of oral blood glucose lowering drugs
711400ATB,,Combinations of oral blood glucose lowering drugs,A10BD,Combinations of oral blood glucose lowering drugs
720300ATB,,Combinations of oral blood glucose lowering drugs,A10BD,Combinations of oral blood glucose lowering drugs
721700ATR,,Combinations of oral blood glucose lowering drugs,A10BD,Combinations of oral blood glucose lowering drugs
721900ATR,,Combinations of oral blood glucose lowering drugs,A10BD,Combinations of oral blood glucose lowering drugs
722400ATR,,Combinations of oral blood glucose lowering drugs,A10BD,Combinations of oral blood glucose lowering drugs
722500ATR,,Combinations of oral blood glucose lowering drugs,A10BD,Combinations of oral blood glucose lowering drugs
723100ATB,,Combinations of oral blood glucose lowering drugs,A10BD,Combinations of oral blood glucose lowering drugs
680900COS,,Corticosteroids and antiinfectives in combination,S01CA,Corticosteroids and antiinfectives in combination
724600ATB,,Coxibs,M01AH,Coxibs
533400ASY,,Expectorants,R05CA,Expectorants
533500ASY,,Expectorants,R05CA,Expectorants
533600ASY,,Expectorants,R05CA,Expectorants
554600BIJ,,Gonadotropins,G03GA,Gonadotropins
150007ATB,,Hederae helicis folium,R05CA12,Hederae helicis folium
150034ASY,,Hederae helicis folium,R05CA12,Hederae helicis folium
473100BIS,,"Hemodialytics, concentrates",B05ZA,"Hemodialytics, concentrates"
510200BIS,,"Hemodialytics, concentrates",B05ZA,"Hemodialytics, concentrates"
510300BIS,,"Hemodialytics, concentrates",B05ZA,"Hemodialytics, concentrates"
645100BIS,,"Hemodialytics, concentrates",B05ZA,"Hemodialytics, concentrates"
650300BIS,,"Hemodialytics, concentrates",B05ZA,"Hemodialytics, concentrates"
429900BIS,,Hemofiltrates,B05ZB,Hemofiltrates
172601ATB,,Hyperici herba,N06AX25,Hyperici herba
349700BIS,,Hypertonic solutions,B05DB,Hypertonic solutions
365900BIS,,Hypertonic solutions,B05DB,Hypertonic solutions
366100BIS,,Hypertonic solutions,B05DB,Hypertonic solutions
366200BIS,,Hypertonic solutions,B05DB,Hypertonic solutions
366300BIS,,Hypertonic solutions,B05DB,Hypertonic solutions
449000BIS,,Hypertonic solutions,B05DB,Hypertonic solutions
449100BIS,,Hypertonic solutions,B05DB,Hypertonic solutions
449200BIS,,Hypertonic solutions,B05DB,Hypertonic solutions
449900BIS,,Hypertonic solutions,B05DB,Hypertonic solutions
450000BIS,,Hypertonic solutions,B05DB,Hypertonic solutions
463700BIS,,Hypertonic solutions,B05DB,Hypertonic solutions
463900BIS,,Hypertonic solutions,B05DB,Hypertonic solutions
464000BIS,,Hypertonic solutions,B05DB,Hypertonic solutions
464700BIS,,Hypertonic solutions,B05DB,Hypertonic solutions
513500BIS,,Hypertonic solutions,B05DB,Hypertonic solutions
665800BIS,,Hypertonic solutions,B05DB,Hypertonic solutions
665900BIS,,Hypertonic solutions,B05DB,Hypertonic solutions
528800CCM,,Imidazole and triazole derivatives,D01AC,Imidazole and triazole derivatives
528900CCM,,Imidazole and triazole derivatives,D01AC,Imidazole and triazole derivatives
548200CCM,,Imidazole and triazole derivatives,D01AC,Imidazole and triazole derivatives
548300CCM,,Imidazole and triazole derivatives,D01AC,Imidazole and triazole derivatives
548500CCM,,Imidazole and triazole derivatives,D01AC,Imidazole and triazole derivatives
533700ALQ,,Iron in combination with folic acid,B03AD,Iron in combination with folic acid
526300ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
526400ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
526500ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
526900ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
634900ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
635000ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
635100ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
635200ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
644100ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
644200ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
653200ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
671700ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
677000ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
677100ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
677300ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
677400ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
679500ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
679600ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
679700ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
680300ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
683100ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
684300ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
684400ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
684500ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
684600ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
686800ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
686900ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
688100ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
688200ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
688300ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
688400ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
690400ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
690500ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
690600ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
690700ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
691400ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
692000ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
692100ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
692200ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
692300ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
692400ATB,,Lipid modifying agents in combination with other drugs,C10BX,Lipid modifying agents in combination with other drugs
